house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
Dijual cepat bt Nunggal bagus murah siap huni bandung selatan,"Batununggal, Bandung",4,1,1,3500000000,220,150
Rumah Baru Last Unit di Cluster Batununggal Indah ,"Batununggal, Bandung",4,3,2,2100000000,97,113
Hot Promo Berlaku Sebelum Lebaran Buy 1 Get 1 Free Rumah Parakan Waas Sayap Batununggal,"Batununggal, Bandung",3,3,1,1450000000,70,120
Turun Harga Rumah Bagus 2 Lantai SHM di Cluster Batununggal ,"Batununggal, Bandung",4,3,1,3200000000,180,250
Perumahan Batu Indah - Bangunan Full Renovasi Siap Huni - Turun Harga Jual Cepat Harga NJOP,"Batununggal, Bandung",7,4,1,1590000000,181,300
Perumahan Batununggal - Bangunan Bagus Minimalis Modern Siap Huni - Turun Harga Jual Cepat (Good Invest),"Batununggal, Bandung",5,4,1,3590000000,180,300
Rumah 2 Lantai Siap Huni di Batununggal Bandung,"Batununggal, Bandung",4,2,0,4000000000,325,216
BAGUS Rumah 2 lantai BATUNUNGGAL,"Batununggal, Bandung",4,3,2,6000000000,375,400
Dijual Cepat Rumah Bagus Terawat Batununggal Harga Menarik,"Batununggal, Bandung",4,3,3,2700000000,268,254
Rumah Terawat di Komplek Batununggal Bandung,"Batununggal, Bandung",4,3,1,3400000000,200,130
Dijual Rumah Kusen Jati 2 Lantai Bagus Timur di Batununggal ,"Batununggal, Bandung",5,3,2,13500000000,600,650
Rumah Mewah Terawat di Batununggal Indah Main Road Harga Nego,"Batununggal, Bandung",5,4,0,3600000000,200,300
Rumah Besar Lingkungan Nyaman di Batununggal,"Batununggal, Bandung",5,5,1,4700000000,513,350
Rumah Mewah Aman dan Nyaman di Batununggal Bandung Selatan,"Batununggal, Bandung",6,3,2,10000000000,425,500
Rumah Murah Siap Huni Bangunan Baru di Batununggal Bandung Selatan,"Batununggal, Bandung",3,3,0,3800000000,220,260
Rumah Minimalis Lingkungan Nyaman di Batununggal,"Batununggal, Bandung",5,5,0,4000000000,169,250
Dijual Rumah Nyaman Siap Huni di Batununggal,"Batununggal, Bandung",4,3,1,4800000000,300,230
"Rumah di Batununggal Molek Lux, Terawat Jarang Ada","Batununggal, Bandung",4,3,2,7200000000,375,360
Rumah Apik di Batununggal Asih - Batununggal Indah Bandung,"Batununggal, Bandung",3,2,1,1950000000,126,108
"Nice Banget, Rumah Keren Siap Huni Lokasi Di Batununggal Mulia, Bandung","Batununggal, Bandung",6,3,2,3200000000,182,180
"Worthed Rumah Baru Renov Siap Huni Banget di Batununggal, Bandung","Batununggal, Bandung",5,5,2,3950000000,182,380
Jual Rumah Siap Huni Batununggal Estate Buah Batu,"Batununggal, Bandung",3,2,1,2700000000,140,120
"Rumah Minimalis Bangunan 2 lantai di Batununggal, Bandung","Batununggal, Bandung",3,3,1,6000000000,300,180
Dijual Cepat Rumah Baru Lux Minimalis Batununggal,"Batununggal, Bandung",3,4,2,3500000000,180,220
Rumah Baru Minimalis 2 Lantai Dalam Komplek,"Batununggal, Bandung",4,3,2,3950000000,180,202
Jual Rumah BARU 2 Lantai di Komplek Batununggal Indah Bandung,"Batununggal, Bandung",3,3,1,3800000000,220,260
"Rumah 2 Lantai Dalam Cluster Aman Dekat Batununggal, Bandung","Batununggal, Bandung",5,3,1,1320000000,112,140
RUMAH KEMBAR MAS,"Batununggal, Bandung",3,2,2,2600000000,240,130
"Murah Rumah Lux Murah Komplek Batununggal Abadi, Bandung","Batununggal, Bandung",4,4,0,6000000000,240,245
Rumah Tinggal Sangat Terawat Dengan Kualitas Bangunan Prima di Batununggal Cocok Untuk Tinggal Sekaligus Home Industri,"Batununggal, Bandung",8,5,2,7250000000,300,750
Jual Rumah 1 Lantai Nyaman,"Batununggal, Bandung",4,3,2,3500000000,239,250
Rumah cantik full furnished siap huni di Batununggal Estate,"Batununggal, Bandung",4,4,1,5950000000,225,350
Dijual Rumah Bagus Baru Murah di Batununggal Bandung,"Batununggal, Bandung",4,4,0,4650000000,200,270
Rumah Strategis Untuk Kantor Dll di Mainroad Jl.terate Bandung,"Batununggal, Bandung",5,4,8,12500000000,780,500
Dijual Rumah Komp Sutra Graha Dekat Batununggal Bandung,"Batununggal, Bandung",6,3,1,1300000000,112,140
Rumah Bagus di komplek Batununggal akses tol Buah batu SHM ,"Batununggal, Bandung",3,4,1,3800000000,220,250
"Di jual Rumah Bagus Unfurnished SHM di Batununggal, Bandung","Batununggal, Bandung",4,4,1,3000000000,258,206
Rumah Nyaman Siap Huni di Batu Indah Batununggal Bandung,"Batununggal, Bandung",4,3,1,2700000000,254,268
Jarang Ada Rumah Ideal Batununggal Bandung ,"Batununggal, Bandung",3,2,0,1850000000,126,108
"Rumah Minimalis Bagus Harga Sangat Murah di Batununggal, Bandung","Batununggal, Bandung",4,3,2,3600000000,200,208
"Rumah Baru Dijual Modern Minimalis di Batununggal Indah, Bandung","Batununggal, Bandung",4,4,2,4650000000,200,270
"Rumah Minimalis Paling Murah di Komplek Batununggal, Bandung","Batununggal, Bandung",3,2,2,1950000000,126,108
"Rumah Minimalis Bagus 2 Lantai Dan SHM di Batununggal, Bandung","Batununggal, Bandung",4,3,1,5100000000,240,375
"Rumah Bagus 3 Lantai Harus Cepat Terjual di Batununggal, Bandung","Batununggal, Bandung",3,4,2,6750000000,300,650
"Rumah Minimalis 2 Lantai Sangat Murah di Batununggal, Bandung","Batununggal, Bandung",4,3,3,4200000000,198,258
"Rumah Keren Harga Murah Dan Sangat Mewah di Batununggal, Bandung","Batununggal, Bandung",4,4,2,9500000000,473,550
"Rumah Baru Modern Minimalis Sangat Mewah di Batununggal, Bandung","Batununggal, Bandung",3,3,3,4300000000,200,250
"Rumah Bagus Harga Murah Dekat Kota di Batununggal, Bandung","Batununggal, Bandung",3,2,1,2850000000,198,220
"Rumah Minimalis Mewah Harga Sangat Murah di Batununggal, Bandung","Batununggal, Bandung",5,3,2,6300000000,375,400
Rumah minimalis modern Cluster Batununggal Bandung,"Batununggal, Bandung",5,6,2,6000000000,240,375
Rumah 3 Lantai di Komplek Batununggal Bandung Full Furnished,"Batununggal, Bandung",7,5,2,9900000000,375,600
Rumah Baru Mewah Klasik di Mainroad Batununggal Indah,"Batununggal, Bandung",4,4,1,4650000000,200,270
Rumah SHM 2 Lantai hadap Barat di Batununggal Permai,"Batununggal, Bandung",3,3,1,4250000000,200,250
Rumah Cantik di Sayap Batununggal Dekat Tol Buah Batu,"Batununggal, Bandung",7,5,5,4850000000,513,350
"Rumah Siap Huni, Cluster Favorit di Batununggal Indah, Bandung","Batununggal, Bandung",3,2,1,2850000000,162,200
Jual Rumah Bandung Kota Baru Lux Modern Batununggal,"Batununggal, Bandung",4,2,0,4600000000,182,200
Dijual Rumah Baru Batununggal Lestari Lingkungan Nyaman,"Batununggal, Bandung",4,3,0,4600000000,180,220
"Rumah di Komplek Batununggal, Bandung dekat akses tol buahbatu","Batununggal, Bandung",4,6,2,4100000000,240,260
"Rumah Terawat Xpatriat, Luas 200 m² di Batununggal Mulia V","Batununggal, Bandung",5,3,2,3650000000,200,208
Dijual Rumah Bagus Murah di Batununggal  .,"Batununggal, Bandung",5,3,1,2500000000,145,250
DIJUAL RUMAH BESAR BAGUS SEKITARAN BATUNUNGGAL,"Batununggal, Bandung",5,5,1,4600000000,513,350
For Sale Rumah Mewah Dengan Gazebo di Batununggal ,"Batununggal, Bandung",5,3,2,13500000000,600,650
"Turun Harga Rumah Siap Huni Komplek Sutra Graha, Mengger, Batununggal","Batununggal, Bandung",4,2,1,1320000000,112,140
Turun Harga Rumah strategis pinggir jalan cocok untuk usaha SHM,"Batununggal, Bandung",4,4,2,5500000000,570,300
Rumah Model Eropa Di Bandung Dekat Sumarecon Dan Statsiun Kereta,"Batununggal, Bandung",2,1,1,670000000,72,45
"Rumah Bagus Siap Huni Batununggal Cluster Jelita, Bandung","Batununggal, Bandung",4,4,1,3100000000,180,290
Rumah Bagus Terawat Siap Huni di Batununggal Bandung Kota ,"Batununggal, Bandung",4,3,3,2700000000,268,254
Rumah Bangunan Baru Dalam Cluster Komplek Batununggal Bandung,"Batununggal, Bandung",3,3,2,3650000000,162,210
Rumah Bagus Siap Huni Komplek Batununggal Bandung,"Batununggal, Bandung",4,2,2,3950000000,200,250
Rumah Bagus Mewah 2 Lantai Komplek Batununggal Bandung,"Batununggal, Bandung",3,2,10,5000000000,300,250
Rumah 2 Lantai Bagus Sekali Batununggal Bandung,"Batununggal, Bandung",4,3,2,5850000000,300,425
Rumah Mewah Lux Lengkap Kolam Renang Batununggal Indah Bandung,"Batununggal, Bandung",6,6,2,7500000000,450,650
Pilihan Terbaik Rumah Scandinavian Mainroad Batununggal Bandung,"Batununggal, Bandung",6,6,2,7590000000,450,650
Rumah Bagus 2 Lantai Batununggal Bandung Siap Huni,"Batununggal, Bandung",4,3,2,2800000000,112,150
Rumah Bangunan BARU 2 Lantai di Batununggal Indah Bandung,"Batununggal, Bandung",4,3,2,3750000000,175,210
Rumah Bangunan Besar Komplek Batununggal Bandung,"Batununggal, Bandung",7,6,3,12000000000,650,800
Turun Harga Rumah Nyaman 2 Lantai Batununggal Dalam Cluster Favourite,"Batununggal, Bandung",3,2,2,3800000000,240,180
Rumah Bagus Dalam Cluster Favorite Batununggal Bandung,"Batununggal, Bandung",5,6,2,5000000000,240,365
Rumah Baru On Progress Batununggal Lestari Bandung,"Batununggal, Bandung",4,3,2,3900000000,180,220
Turun Harga Rumah Cluster Depan Batununggal Bandung,"Batununggal, Bandung",3,2,1,2750000000,126,180
Rumah Bangunan Lux Batununggal Mainroad Kota Bandung,"Batununggal, Bandung",3,3,2,7600000000,400,450
Rumah 2 Lantai Dalam CLUSTER di BATUNUNGGAL,"Batununggal, Bandung",3,3,2,5800000000,375,420
Rumah Bangunan Lux 2 Lantai Mainroad Batununggal Bandung,"Batununggal, Bandung",4,3,0,4500000000,200,300
Rumah Batununggal Cocok untuk Rumah Kantor atau Gudang,"Batununggal, Bandung",3,2,0,3650000000,279,150
Rumah Bagus Dalam Cluster Favorite di Batununggal Bandung,"Batununggal, Bandung",4,3,3,6500000000,300,350
Rumah 2 Lantai Lux Mainroad With Swimpool di Batununggal Indah Bandung,"Batununggal, Bandung",4,4,0,10000000000,450,550
Rumah Mewah Asri Komplek Batununggal Bandung Mainroad,"Batununggal, Bandung",3,2,2,4990000000,300,250
Rumah Nyaman Siap Huni 2 Lantai Batununggal Bandung,"Batununggal, Bandung",4,3,1,4350000000,198,270
Rumah Minimalis Siap Huni Batununggal Bandung,"Batununggal, Bandung",5,6,1,4650000000,240,365
Rumah Mewah Dan Terawat Batununggal Dalam Cluster Bandung,"Batununggal, Bandung",4,5,2,7500000000,300,400
Rumah 2 Lt  BN yg Cantik dan Anggun Bandung,"Batununggal, Bandung",4,3,0,3500000000,225,300
Rumah Super Lux Siap Huni di Batununggal!,"Batununggal, Bandung",4,3,0,4500000000,265,300
CEPAT RUMAH AMAN DAN NYAMAN DI BATUNUNGGAL - CLUSTER ONE GATE SYSTEM,"Batununggal, Bandung",3,3,0,3500000000,240,160
Brand New Home At Batununggal,"Batununggal, Bandung",3,4,2,3650000000,180,220
Rumah minimalis di Batununggal,"Batununggal, Bandung",4,3,2,1950000000,128,108
Rumah Dijual Nego Sampai Deal  Batununggal Indah ,"Batununggal, Bandung",5,5,2,3000000000,180,290
Jual Rumah Batununggal,"Batununggal, Bandung",4,3,0,3500000000,180,300
Rumah Murah Terawat Dalam Komplek Elit Batununggal,"Batununggal, Bandung",3,2,2,2900000000,200,150
RUMAH / GUDANG  BATUNUNGGAL SOEKARNO HATTA BANDUNG,"Batununggal, Bandung",4,3,6,7000000000,370,450
Rumah Mewah Murah Siap Huni Lokasi Favorite Di Batununggal Indah ,"Batununggal, Bandung",0,0,2,6300000000,375,550
Rumah Minimalis Murah Siap Huni Dalam Komplek Nyaman Batununggal ,"Batununggal, Bandung",3,2,1,2850000000,162,200
Jual Rumah SHM Sangat Terawat Batununggal Bandung,"Batununggal, Bandung",3,2,2,1900000000,112,100
Rumah Mewah Bawa Hoki Lokasi Bagus Batununggal Bandung,"Batununggal, Bandung",5,4,2,6200000000,360,400
Rumah Siap Huni Lokasi Bagus Parakan Batununggal Bandung,"Batununggal, Bandung",4,3,1,2700000000,268,254
Rumah Murah Lokasi Bagus Parakan Batununggal Bandung,"Batununggal, Bandung",4,4,0,2750000000,192,350
Rumah Murah Hitung Tanah Batununggal Bandung,"Batununggal, Bandung",6,5,1,3900000000,442,250
Rumah Bagus Siap Huni Batununggal Indah Bandung,"Batununggal, Bandung",3,2,1,2500000000,200,120
"Rumah 2 Lantai Bagus di Batununggal, Bandung","Batununggal, Bandung",4,4,1,3800000000,220,260
Rumah Di Dalam Komplek Elit Batununggal Bandung,"Batununggal, Bandung",4,2,0,2500000000,200,160
DIJUAL RUMAH di komplek Batununggal Kota Bandung,"Batununggal, Bandung",4,3,1,3500000000,180,300
Rumah di lokasi premium strategis jln Anyer sayap Jakarta tengah kota Bandung,"Batununggal, Bandung",13,4,2,3500000000,250,200
"Rumah Baru Renovasi di Batu Indah , Sayap Batununggal","Batununggal, Bandung",7,3,1,2200000000,181,300
Rumah Rapih Dan Bagus di Batununggal Bandung,"Batununggal, Bandung",5,3,2,3500000000,162,225
Dijual Rumah Ekslusif Mainroad Batununggal ,"Batununggal, Bandung",4,3,2,10000000000,450,550
Dijual Rumah Ekslusif Mainroad Batununggal ,"Batununggal, Bandung",4,3,2,10000000000,450,550
Rumah Dijual Minimalis Kawasan Elite Batununggal Bandung,"Batununggal, Bandung",3,2,1,2900000000,162,200
Rumah siap huni dalam cluster batunggal ,"Batununggal, Bandung",4,3,3,4800000000,300,230
Dijual Rumah Bagus Nyaman Terawat di Batununggal,"Batununggal, Bandung",3,2,2,1950000000,126,108
Rumah Murah Lokasi Pavorite Batununggal Indah Bandung,"Batununggal, Bandung",3,2,2,1950000000,126,108
Rumah Murah di Batununggal Indah Lokasi Favorit,"Batununggal, Bandung",3,2,2,1990000000,112,100
Rumah Mewah Sultan di Batununggal Indah Estate Gaya Klasik,"Batununggal, Bandung",4,4,2,16000000000,600,800
Dijual Rumah Nyaman Cantik 2 Lantai di Batununggal Asih,"Batununggal, Bandung",3,2,2,1950000000,126,108
Rumah 2 lantai sayap batunuggal,"Batununggal, Bandung",3,2,2,1800000000,125,150
"Rumah 2 Lantai Bagus Semi Furnished di Batununggal, Bandung","Batununggal, Bandung",5,4,1,7000000000,375,560
Dijual Rumah Mewah Minimalis Di Kawasan Elit Batununggal Bandung ,"Batununggal, Bandung",4,4,2,3950000000,180,202
JUAL RUMAH BATUNUNGGAL MOLEK 2LANTAI SIAP PAKAI,"Batununggal, Bandung",5,3,2,6700000000,375,400
Dijual Rumah Asri Terawat Posisi Hook di Batu Indah Batununggal Bandung,"Batununggal, Bandung",5,4,5,4500000000,513,350
RUMAH BATUNUNGGAL,"Batununggal, Bandung",5,4,2,3950000000,180,202
Jual Cepat Rumah Batununggal Terawat Siap Pakai 2 Lantai,"Batununggal, Bandung",4,3,1,3100000000,180,300
"Dijual Rumah 2 lantai di Batununggal, Minimalis Modern, Akses Jalan Lebar","Batununggal, Bandung",5,5,1,6500000000,375,560
Rumah Bagus Batununggal Indah Cluster Lokasi Nyaman ,"Batununggal, Bandung",4,3,1,3150000000,180,290
Rumah Minimalis Murah Daerah Turangga Dkat Tsm,"Batununggal, Bandung",3,3,1,1950000000,160,180
"Rumah cantik di Cluster Jelita, Batununggal","Batununggal, Bandung",3,3,1,6000000000,240,245
Dijual Cepat Turun Harga Rumah Nyaman di Bapindo Suka Ati,"Batununggal, Bandung",3,2,0,850000000,127,150
Rumah Cantik Siap Huni Batununggal Jelita Bandung ,"Batununggal, Bandung",4,3,1,2800000000,180,100
Rumah Kos Sayap Batununggal Bandung 7 Kamar,"Batununggal, Bandung",7,4,0,2200000000,181,200
Rumah kosan aktif sayap buah batu,"Batununggal, Bandung",29,12,4,6550000000,735,670
"Rumah Bagus 2 Lantai di Batununggal Indah, Bandung","Batununggal, Bandung",3,3,1,2400000000,130,150
"Dijual Rumah Bagus 2,5 Lantai Semi Furnished Siap Huni di Batununggal Bandung","Batununggal, Bandung",5,5,2,3950000000,182,380
Dijual Cepat Rumah Semi Furnished Siap Huni di Batununggal Bandung,"Batununggal, Bandung",3,2,1,2850000000,162,200
Dijual Cepat Rumah Minimalis Siap Huni di Batununggal Bandung,"Batununggal, Bandung",2,1,1,1700000000,126,75
Rumah Bangunan Lama Terawat Dalam Komplek Kuldesak di BATUNUNGGAL PERMAI,"Batununggal, Bandung",3,2,2,3500000000,240,180
Rumah Batununggal Indah Estate SHM,"Batununggal, Bandung",3,2,0,2450000000,180,150
Dijual/disewakan Rumah di Kompleks Batununggal Indah 2 Lantai,"Batununggal, Bandung",4,2,2,125000000,300,296
Dijual Rumah Bagus 2 Lantai Unfurnished Siap Huni di Batununggal Jelita Bandung,"Batununggal, Bandung",4,4,1,3150000000,180,290
Dijual Cepat Rumah Nyaman Siap Huni di Batununggal Indah Bandung,"Batununggal, Bandung",3,3,1,2600000000,180,150
Rumah Terawat Batununggal 2 Lantai ,"Batununggal, Bandung",3,2,1,4800000000,300,180
Rumah Bagus Minimalis Cluster Favorit di Batununggal Indah,"Batununggal, Bandung",4,3,2,4200000000,198,258
"Rumah Bagus 2,5 Lantai Unfurnished Siap Huni di Batununggal Jelita Bandung","Batununggal, Bandung",4,4,1,3150000000,180,290
Rumah Bagus Terawat Dijual Cepat Siap Huni di Batununggal Indah Bandung,"Batununggal, Bandung",3,3,1,2600000000,180,150
Jual Rumah Baru Minimalis di Sekelimus Bandung,"Batununggal, Bandung",4,3,2,2450000000,110,140
"Rumah Nyaman dalam Cluster ,keamanan 24 jam, One Gate Komplek Batununggal ","Batununggal, Bandung",3,3,1,4500000000,262,220
Rumah 2 Lantai Batununggal,"Batununggal, Bandung",5,4,0,6000000000,300,350
Rumah 1 lantai Batununggal,"Batununggal, Bandung",4,3,2,5700000000,375,211
Rumah Baru Keren di Komplek Batununggal..Minimalis Luxurious..,"Batununggal, Bandung",3,3,3,4300000000,200,250
"Rumah Dijual Murah Sekali Jl. Batu Indah, Batununggal Bandung","Batununggal, Bandung",14,8,2,8800000000,868,890
Hot Promo Berlaku Sebelum Lebaran Buy 1 Get 1 Free Rumah Parakan Waas Sayap Batununggal,"Batununggal, Bandung",3,3,0,1450000000,70,120
"Rumah Modern Kekinian, Dijual 2lt di Mainroad Batununggal Indah","Batununggal, Bandung",4,4,2,9500000000,473,550
Rumah 2 Lantai Lokasi Dekat Perkantoran Buah Batu Bandung,"Batununggal, Bandung",3,2,1,2200000000,133,200
Rumah 2 Lantai Batununggal Indah ,"Batununggal, Bandung",4,3,2,2850000000,180,270
Rumah Dijual Batununggal Bandung Mewah Terawat,"Batununggal, Bandung",4,4,2,9500000000,473,550
Rumah Batununggal ,"Batununggal, Bandung",4,4,0,3800000000,180,250
Rumah Dijual Batununggal Bandung Lux Siap Huni,"Batununggal, Bandung",3,3,3,4300000000,200,250
Rumah Dijual Mewah Asri Nyaman di Batununggal,"Batununggal, Bandung",5,5,0,13000000000,600,650
"Harga Nego, Rumah Kondisi Apik Terawat di Batununggal, Bandung","Batununggal, Bandung",4,4,2,7000000000,375,500
"Rumah Bagus Unfurnished SHM di Batu Indah, Bandung","Batununggal, Bandung",4,4,2,9500000000,473,550
rumah bagus lux terawat di mainroad batununggal indah siap huni,"Batununggal, Bandung",0,0,0,9500000000,473,550
"Rumah Bagus Unfurnished SHM di Batu Indah, Bandung","Batununggal, Bandung",4,4,0,9500000000,473,550
"Rumah Modern Minimalis di Batununggal Indah Mainroad, Bandung","Batununggal, Bandung",4,4,2,9500000000,473,550
Rumah Batununggal 2.5 Lantai Strategis Tengah Kota ,"Batununggal, Bandung",5,5,2,3950000000,182,380
Dijual Rumah di Batununggal Permai,"Batununggal, Bandung",4,3,2,5700000000,375,211
Jual Rumah Batununggal Indah ,"Batununggal, Bandung",5,3,3,8500000000,300,480
Dijual Rumah Stap Huni di Batununggal Bandung Kota Harga Terbaik ,"Batununggal, Bandung",3,2,2,3250000000,278,235
Jual Rumah Batununggal Indah ,"Batununggal, Bandung",5,3,3,8500000000,300,480
Dijual Murah Rumah Minimalis Di Komplek Batununggal,"Batununggal, Bandung",2,1,1,1700000000,126,75
Dijual Cepat Rumah di Komplek Batununggal Indah Bandung,"Batununggal, Bandung",3,3,2,2600000000,180,150
Dijual Rumah di Batununggal SHM Bagus,"Batununggal, Bandung",3,2,1,2850000000,162,200
"Dijual Rumah Cocok Untuk Home Industri di Batununggal Asih, Bdg","Batununggal, Bandung",4,2,1,2500000000,145,155
Rumah Kawaluyaan Indah,"Batununggal, Bandung",4,4,3,4900000000,507,500
"Bikin Keluarga Nyaman Yuk, Miliki Rumah Dijual Ini di Batu Indah","Batununggal, Bandung",5,3,1,1700000000,142,250
2 Lantai Rumah Luas Harga Puas Jual Cantik di Batununggal Bandung,"Batununggal, Bandung",3,2,0,1350000000,152,260
Rumah Mewah di Batununggal Dengan Swimming Pool,"Batununggal, Bandung",6,7,2,9200000000,540,961
"Rumah Mewah Dan Asri di Batununggal, Bandung","Batununggal, Bandung",5,5,0,13000000000,600,650
Rumah Batununggal Indah Lokasi Utama,"Batununggal, Bandung",4,4,3,7500000000,300,400
Rumah Batununggal Indah Estate cluster ,"Batununggal, Bandung",5,4,2,4450000000,225,500
Rumah Batununggal Cluster,"Batununggal, Bandung",3,3,0,3800000000,220,260
Rumah Dijual Mewah Asri Lokasi di Batununggal,"Batununggal, Bandung",5,5,0,13000000000,600,650
Dijual/disewakan Rumah Minimalis di Batununggal Indah 3lt,"Batununggal, Bandung",4,5,0,3950000000,182,350
"Rumah Baru Batununggal Indah, mewah, hadap timur","Batununggal, Bandung",6,5,2,14000000000,450,875
Rumah Dijual Mewah Dan Asri di Batununggal,"Batununggal, Bandung",5,5,0,13000000000,600,650
"Rumah Batununggal, hadap timur","Batununggal, Bandung",9,5,3,160000000,220,350
"Dijual Rumah di Batununggal, Hadap Selatan","Batununggal, Bandung",3,3,0,4250000000,325,185
Dijual Rumah di Batununggal Indah Cluster,"Batununggal, Bandung",0,0,0,3500000000,164,250
Dijual Rumah Baru Batununggal 2lt,"Batununggal, Bandung",3,3,0,2000000000,91,120
"Rumah Batununggal, hadap barat","Batununggal, Bandung",5,3,0,6500000000,288,300
"Rumah Batununggal, hadap timur dan utara","Batununggal, Bandung",6,7,2,8500000000,396,600
"Rumah Batununggal, hadap timur","Batununggal, Bandung",3,4,0,9500000000,450,400
Rumah Batununggal Dalam Cluster Hadap Barat SHM,"Batununggal, Bandung",3,2,1,2890000000,200,150
Rumah Batununggal Indah 2lt,"Batununggal, Bandung",3,3,1,2500000000,117,185
Rumah Batununggal (Cluster),"Batununggal, Bandung",4,3,1,4800000000,300,200
Rumah Mewah Dan Asri  Bagus Komplek di Batununggal ,"Batununggal, Bandung",5,5,2,13000000000,600,650
Rumah mewah 2 Lantai di Batununggal Indah menghadap Timur,"Batununggal, Bandung",5,5,2,13000000000,600,650
"Dijual Rumah Cocok Untuk Home Industri di Batununggal Asih, Bdg","Batununggal, Bandung",4,2,1,2500000000,145,155
RUMAH LUX MODERN MINIMALIS 2 LANTAI DI BATUNUNGGAL BANDUNG,"Batununggal, Bandung",4,3,2,11000000000,450,550
"Rumah Lux Dalam Komplek Nyaman Lokasi Favorit Batununggal,bandung","Batununggal, Bandung",6,3,2,4800000000,300,400
